,drug_name
1069,AMO Vitrax
1070,Amobarbital
1071,Amoclan
1072,Amondys 45
1073,Amoxapine
1074,Amoxicillin
1075,Amoxicillin / clarithromycin / lansoprazole
1076,Amoxicillin / clarithromycin / omeprazole
1077,Amoxicillin / clavulanate
1078,Amoxicillin / omeprazole / rifabutin
1079,Amoxicot
1080,Amoxil
1081,Amphadase
1082,Amphetamine
1083,Amphetamine / dextroamphetamine
1084,Amphocin
1085,Amphojel
1086,Amphotec
1087,Amphotericin b
1088,Amphotericin b cholesteryl sulfate
1089,Amphotericin b lipid complex
1090,Amphotericin b liposomal
1091,Ampicillin
1092,Ampicillin / sulbactam
1093,Amprenavir
1094,Ampyra
1095,Amrix
1096,Amturnide
1097,Amvisc
1098,Amvisc Plus
1099,Amyl nitrite
1100,Amytal Sodium
1101,Amyvid
1102,Amzeeq
1103,AN-DTPA
1104,Ana-Guard
1105,Ana-Lex
1106,Anabar
1107,Anabolin LA
1108,Anacaine
1109,Anacin
1110,Anacin Advanced Headache Formula
1111,Anacin Aspirin Free
1112,Anacin Max Strength
1113,Anacin PM Aspirin Free
1114,Anadin Paracetamol
1115,Anadrol-50
1116,Anaflex
1117,Anafranil
1118,Anagrelide
1119,Anakinra
1120,Analgesia Creme Rub
1121,Analgesic Balm
1122,Analgesic Balm Greaseless
1123,Analgesic Balm with Capsaicin
1124,Analpram Advanced
1125,Analpram E
1126,Analpram-HC
1127,AnaMantle HC
1128,AnaMantle HC Forte
1129,Anamine
1130,Anamine TD
1131,Anaplex
1132,Anaplex DM
1133,Anaplex DMX
1134,Anaplex HD
1135,Anaprox
1136,Anaprox-DS
1137,Anascorp
1138,Anasept
1139,Anasept Antimicrobial
1140,Anasept Cleanser
1141,Anaspaz
1142,Anastrozole
1143,Anatrast
1144,Anatuss DM
1145,Anatuss LA
1146,Anavip
1147,Anbesol
1148,Anbesol Baby
1149,Anbesol Cold Sore
1150,Ancef
1151,Ancobon
1152,Andec
1153,Andec-TR
1154,Andehist
1155,Andehist DM NR
1156,Andehist DM NR Syrup
1157,Andehist NR Syrup
1158,Andexxa
1159,Andro LA 200
1160,Andro-Cyp 100
1161,Andro-Cyp 200
1162,Androderm
1163,AndroGel
1164,Android
1165,Android-10
1166,Android-25
1167,Androlone-D
1168,Androxy
1169,Andryl 200
1170,AneCream
1171,AneCream with Tegaderm
1172,Anectine
1173,Anectine Flo-Pack
1174,Anemagen
1175,Anemagen FA
1176,Anemagen Forte
1177,Anemagen OB
1178,Anergan 50
1179,Anest Hemor
1180,Anestacaine
1181,Anestacon
1182,Anestafoam
1183,Anexsia
1184,Anextuss
1185,Angeliq
1186,Angiografin
1187,Angiomax
1188,Angiomax RTU
1189,Angioscein
1190,Angiotensin II
1191,Anidulafungin
1192,Anifrolumab
1193,Animal Shape Vitamins
1194,Animi-3
1195,Animi-3 with Vitamin D
1196,Anistreplase
1197,Anjeso
1198,Annovera
1199,Anodyne LPT
1200,Anodynz
1201,Anolor 300
1202,Anolor DH5
1203,Anoquan
1204,Anorectal Cream
1205,Anorex-SR
1206,Anoro Ellipta
1207,Ansaid
1208,Antabuse
1209,Antagon
1210,Antara
1211,Anthra-Derm
1212,Anthraforte
1213,Anthralin topical
1214,Anthrascalp
1215,Anthrax vaccine adsorbed
1216,Anti-D (RHO) Immunoglobulin
1217,Anti-Dandruff
1218,Anti-Diarrheal
1219,Anti-Diarrheal + Anti-Gas
1220,Anti-Gas Ultra Strength
1221,Anti-inhibitor coagulant complex
1222,Anti-Itch Steroid Free
1223,Anti-thymocyte globulin (rabbit)
1224,Anti-Tuss
1225,Anti-Tuss DM
1226,Antibiotic Ear
1227,Antibiotic Plus Pain Relief
1228,Antibiotic with Pramoxine
1229,Antidotum Thallii-Heyl
1230,Antiflex
1231,Antihemophilic factor
1232,Antihemophilic factor / von willebrand factor
1233,Antilirium
1234,Antiminth
1235,Antinaus 50
1236,Antioxid Caplets
1237,Antioxidant Formula
1238,Antioxidant Ultra Formula
1239,Antipyrine / benzocaine otic
1240,Antisept
1241,Antiseptic Cleanser
1242,Antispas
1243,Antispasmodic
1244,Antithrombin (recombinant)
1245,Antithrombin iii
1246,Antivenin (black widow spider)
1247,Antivenin (crotalidae) polyvalent
1248,Antivenin (Latrodectus Mactans)
1249,Antivenin (micrurus fulvius)
1250,Antivenin Polyvalent
1251,Antivenom (centruroides scorpion)
1252,Antivert
1253,Antizol
1254,Antrizine
1255,Anturane
1256,Anturol
1257,Anu-Med
1258,Anucort-HC
1259,Anumed-HC
1260,Anuprep-HC
1261,Anurx-HC
1262,Anusert HC-1
1263,Anusert Ointment
1264,Anusol
1265,Anusol HC-1
1266,Anusol-HC
1267,Anusol-HC Suppositories
1268,Anutone-HC
1269,Anuzone HC
1270,Anzemet
1271,AP-Hist DM
1272,Apadaz
1273,Apagesic
1274,Apalutamide
1275,Apatate
1276,Apatate Forte
1277,Apetex
1278,Apetigen
1279,Apetigen-Plus
1280,Apetimar with Iron
1281,Apexicon
1282,ApexiCon E
1283,APF Gel
1284,Apha Keri Tar
1285,Apha Keri Tar Gel
1286,Aphedrid
1287,Aphrodyne
1288,Aphthasol
1289,API Healthcare Coloufree Childrens Paracetamol
1290,API Healthcare Colourfree Childrens Paracetamol Double Strength
1291,API Healthcare Paracetamol
1292,Apicaine-X
1293,Apidra
1294,Apidra SoloStar
1295,Apixaban
1296,APL
1297,Aplenzin
1298,Aplicare Antiseptic Gel Hand Rinse
1299,Aplicare Povidone-Iodine Scrub
1300,Aplisol
1301,Aplitest
1302,Apo-Amoxi
1303,APO-Go
1304,APO-Go Pen
1305,Apokyn
1306,Apomorphine
1307,Appearex
1308,Appecon
1309,Apra
1310,Apraclonidine ophthalmic
1311,Apremilast
1312,Aprepitant
1313,Apresazide
1314,Apresoline
1315,Apri
1316,Apriso
1317,Aprodine
1318,Aprotinin
1319,Aptensio XR
1320,Aptiom
1321,Aptivus
1322,Aqua Care
1323,Aqua Gem-E
1324,Aqua Glycolic
1325,Aqua Glycolic HC
1326,Aqua Lacten
1327,Aqua Lube
1328,Aqua Lube Plus
1329,Aqua-Ban
1330,Aqua-Ban with Pamabrom
1331,Aqua-E
1332,Aquabase
1333,Aquabid DM
1334,Aquachloral Supprettes
1335,Aquacot
1336,AquADEKs
1337,AquADEKs Pediatric
1338,Aquaderm
1339,Aquae
1340,Aqualax
1341,Aqualax Forte
1342,Aquamephyton
1343,Aquamist
1344,Aquanil HC
1345,Aquanil Lotion
1346,Aquaphilic
1347,Aquaphilic with Urea
1348,Aquaphor
1349,Aquaphor Body Spray
1350,Aquaphor Healing
1351,Aquaphor Healing for Baby
1352,Aquaphyllin
1353,Aquasite
1354,Aquasite Artificial Tears
1355,Aquasol A
1356,Aquasol E
1357,Aquatab C
1358,Aquatab D
1359,Aquatab D Dose Pack
1360,Aquatab DM
1361,Aquatensen
1362,Aquavite-E
1363,Aquax-H
1364,Aquazide H
1365,Aquoral
1366,Arakoda
1367,Aralast
1368,Aralast NP
1369,Aralen
1370,Aralen Hydrochloride
1371,Aralen Phosphate
1372,Aranelle
1373,Aranesp
1374,Arava
1375,Arazlo
1376,Arbinoxa
1377,Arbonne Baby Care Diaper Rash Cream
1378,Arbonne Baby Care Sunscreen
1379,ARC
1380,Arcalyst
1381,Arcapta
1382,Arcet
1383,Arco-Lase
1384,Arctic Relief
1385,Ardeparin
1386,Aredia
1387,Arestin
1388,Arformoterol
1389,Argan Oil Moisturizer SPF 30
1390,Argatroban
1391,Argesic-SA
1392,Arginine
1393,ARI Gallium (Ga-67) Citrate
1394,ARI Indium (111In) Pentetate
1395,Aricept
1396,Aricept ODT
1397,Aricin
1398,Aridex-D
1399,Aridex-D Pediatric
1400,Aridol
1401,Arikayce
1402,Arimidex
1403,Aripiprazole
1404,Aristada
1405,Aristada Initio
1406,Aristocort
1407,Aristocort A
1408,Aristocort For Injection
1409,Aristocort R
1410,Aristopak
1411,Aristospan
1412,Aristospan Intra-Articular
1413,Aristospan Intralesional
1414,Arixtra
1415,Arixtra 10 mg / dose
1416,Arixtra 5 mg / dose
1417,Arixtra 7.5 mg / dose
1418,Arjun
1419,Arlex
1420,Armodafinil
1421,ArmonAir Digihaler
1422,ArmonAir RespiClick
1423,Armour Thyroid
1424,Arnuity Ellipta
1425,Aromasin
1426,Arranon
1427,Arsenic trioxide
1428,Artane
1429,Artemether / lumefantrine
1430,Artesunate
1431,Arthricare Cream
1432,Arthricream
1433,Arthriten
1434,Arthriten Inflammatory Pain Formula
1435,Arthritis Foundation Pain Reliever
1436,Arthritis Pain
1437,Arthritis Pain Relief
1438,Arthrotec
1439,Articadent
1440,Articaine / epinephrine
1441,Artificial Tears
1442,Artificial Tears Plus
1443,Artiss
1444,Arymo ER
1445,Arzerra
1446,AS Saliva Orthana
1447,ASA-Free
1448,Asacol
1449,Asacol HD
1450,Ascarel
1451,Asceniv
1452,Asclera
1453,Ascocid
1454,Ascomp with Codeine
1455,Ascor
1456,Ascor L 500
1457,Ascor L NC
1458,Ascorbic acid
1459,Ascorbic Acid Quick Melts
1460,Ascorbic acid / carbonyl iron
1461,Ascorbic acid / iron polysaccharide
1462,Ascot
1463,Ascriptin
1464,Ascriptin Enteric
1465,Ascriptin Maximum Strength
1466,Asenapine
1467,Asendin
1468,Asfotase alfa
1469,Ashlyna
1470,Asmalix
1471,AsmalPred Plus
1472,Asmanex HFA
1473,Asmanex Twisthaler
1474,Asparaginase erwinia chrysanthemi
1475,Asparaginase escherichia coli
1476,Asparlas
1477,Asper-Flex
1478,Aspercreme
1479,Aspercreme Back & Body
1480,Aspercreme Max No Mess Roll-On
1481,Aspercreme Maximum Strength Lidocaine Creme
1482,Aspercreme Maximum Strength Lidocaine Patch
1483,Aspercreme Nighttime
1484,Aspercreme Pain Relieving Heat Gel
1485,Aspergum
1486,Aspi-Cor
1487,Aspir 81
1488,Aspir-Low
1489,Aspircaf
1490,Aspirin
1491,Aspirin Lite Coat
1492,Aspirin Low Strength
1493,Aspirin / butalbital
1494,Aspirin / butalbital / caffeine
1495,Aspirin / butalbital / caffeine / codeine
1496,Aspirin / caffeine
1497,Aspirin / caffeine / dihydrocodeine
1498,Aspirin / caffeine / orphenadrine
1499,Aspirin / caffeine / propoxyphene
1500,Aspirin / caffeine / salicylamide
1501,Aspirin / carisoprodol
1502,Aspirin / carisoprodol / codeine
1503,Aspirin / chlorpheniramine / dextromethorphan
1504,Aspirin / chlorpheniramine / phenylephrine
1505,Aspirin / citric acid / sodium bicarbonate
1506,Aspirin / codeine
1507,Aspirin / diphenhydramine
1508,Aspirin / dipyridamole
1509,Aspirin / omeprazole
1510,Aspirin / oxycodone
1511,Aspirin / pravastatin
1512,Aspiritab
1513,Aspirtab
1514,Assure Sore Throat
1515,Astagraf XL
1516,Astamed MYO
1517,Astelin
1518,Astemizole
1519,Astepro
1520,Astepro Allergy
1521,Astero
1522,Asthmahaler
1523,Asthmanefrin
1524,Astramorph PF
1525,Atabex EC
1526,Atacand
1527,Atacand HCT
1528,Atamet
1529,Atapryl
1530,Atarax
1531,Atasol
1532,Atasol Forte
1533,Atazanavir
1534,Atazanavir / cobicistat
1535,Atelvia
1536,Atendia
1537,Atenolol
1538,Atenolol / chlorthalidone
1539,Atezolizumab
1540,Atgam
1541,Athentia Next
1542,Athlete's Foot Antifungal Liquid
1543,Athletes Foot Cream
1544,Ativan
1545,Ativan Injection
1546,ATNAA
1547,Atnativ
1548,Atogepant
1549,Atomoxetine
1550,Atopiclair
1551,Atorvastatin
1552,Atorvastatin / ezetimibe
1553,Atovaquone
1554,Atovaquone / proguanil
1555,Atrac-Tain
1556,Atracurium
1557,Atralin
1558,Atrapro
1559,Atreza
1560,Atridine
1561,Atridox
1562,Atripla
1563,Atrofed
1564,Atrogen
1565,Atrohist Pediatric
1566,Atrohist Pediatric Capsule
1567,Atromid-S
1568,AtroPen
1569,Atropine
1570,Atropine ophthalmic
1571,Atropine-Care
1572,Atropine / difenoxin
1573,Atropine / diphenoxylate
1574,Atropine / hyoscyamine / phenobarbital / scopolamine
1575,Atropine / pralidoxime
1576,Atropisol
1577,Atrosulf-1
1578,Atrovent
1579,Atrovent HFA
1580,Atrovent Nasal
1581,ATryn
1582,Attapulgite
1583,Attenuvax
1584,Atti-Plex P
1585,Atuss DM
1586,Atuss DR
1587,Atuss DS
1588,Atuss G
1589,Atuss HD
1590,Atuss HS
1591,Atuss HX
1592,Atuss MS
1593,Atuss-12 DM
1594,Atuss-12 DX
1595,Aubagio
1596,Aubra
1597,Aubra EQ
1598,Audenz
1599,Augmentin
1600,Augmentin ES-600
1601,Augmentin XR
1602,Auranofin
1603,Auraphene-B
1604,Aurax
1605,Auro
1606,Auro Ear Drops
1607,Auro-Dri
1608,Aurodex
1609,Aurogard
1610,Aurolate
1611,Aurophen
1612,Aurothioglucose
1613,Auroto
1614,Aurovela 1.5 / 30
1615,Aurovela 1 / 20
1616,Aurovela 24 Fe
1617,Aurovela Fe 1.5 / 30
1618,Aurovela Fe 1 / 20
1619,Aurstat
1620,Aurstat Anti-Itch
1621,Aurstat Kit
1622,Auryxia
1623,Austedo
1624,Autoplex T
1625,Auvi-Q
1626,Av-Phos 250 Neutral
1627,Av-VITE FB
1628,Av-VITE FB Forte
1629,Avacopan
1630,Avage
1631,Avail Calcium Intensive
1632,Avalglucosidase alfa
1633,Avalide
1634,Avanafil
1635,Avandamet
1636,Avandaryl
1637,Avandia
1638,Avant Oral Rinse
1639,Avant Original Fragrance Free
1640,Avapritinib
1641,Avapro
1642,Avar
1643,Avar Cleanser
1644,Avar Gel
1645,Avar Green
1646,Avar LS
1647,Avar LS Cleanser
1648,Avar-E
1649,Avar-E Emollient
1650,Avar-E Green
1651,Avar-E LS
1652,Avastin
1653,Avatrombopag
1654,AVC
1655,Avedana Medicated Chest Rub
1656,Avedana Pain Relieving Roll On
1657,Aveed
1658,Aveeno
1659,Aveeno Active Naturals
1660,Aveeno Daily Moisturizing
1661,Aveeno Diaper Rash
1662,Aveeno Moisturizing Bar
1663,Aveeno Nourish + Dandruff Control
1664,Avelox
1665,Avelox I.V.
1666,Avelumab
1667,Aventyl Hydrochloride
1668,Aviane
1669,Avibactam / ceftazidime
1670,Avidoxy
1671,Avidoxy DK
1672,Avinza
1673,Avita
1674,AVO Cream
1675,Avodart
1676,Avonex
1677,Avonex Pen
1678,Avonex Prefilled Syringe
1679,Avosil Scar Care
1680,Avsola
1681,Avycaz
1682,Axert
1683,Axicabtagene ciloleucel
1684,Axid
1685,Axid AR
1686,Axid Oral Solution
1687,Axid Pulvules
1688,Axiron
1689,Axitinib
1690,Axocet
1691,Axotal
1692,Axsain
1693,Axumin
1694,Aygestin
1695,Ayr Baby Saline
1696,Ayr Saline Nasal
1697,Ayr Saline Nasal No-Drip Spray
1698,Ayr Sinus Rinse Kit
1699,Ayr Sinus Rinse Kit Refill
1700,Ayuna
1701,Ayvakit
1702,Azacitidine
1703,Azactam
1704,Azasan
1705,Azasite
1706,Azatadine
1707,Azatadine / pseudoephedrine
1708,Azathioprine
1709,Azedra
1710,Azelaic acid topical
1711,Azelastine nasal
1712,Azelastine ophthalmic
1713,Azelastine / fluticasone nasal
1714,Azelex
1715,Azeschew
1716,Azesco
1717,Azilect
1718,Azilsartan medoxomil
1719,Azilsartan medoxomil / chlorthalidone
1720,Azithromycin
1721,Azithromycin Dose Pack
1722,Azithromycin ophthalmic
1723,Azmacort
1724,Azo Urinary Pain Relief
1725,Azo-Cranberry
1726,Azo-Gesic
1727,Azo-Septic
1728,Azo-Standard
1729,Azolen
1730,Azopt
1731,Azor
1732,Azstarys
1733,Aztreonam
1734,Azulfidine
1735,Azulfidine EN-tabs
1736,Azuphen MB
1737,Azurette
1738,B & O Supprettes
1739,B 100 Complex
1740,B Complex 100
1741,B Complex 50
1742,B-12
1743,B-12 Dots
1744,B-12 Resin
1745,B-3-50
1746,B-50 Complex
1747,B-Caro-T
1748,B-Complex SR
1749,B-Complex with B-12
1750,B-Donna Tablets
1751,B-Ject 100
1752,B-Nexa
1753,B-Plex
1754,B-Plex Plus
1755,B-Plex Plus Minerals
1756,B-Scorbic
1757,B-Stress
1758,B-Tuss
1759,B-Vex
1760,B-Vex D
1761,B-Vex PD
1762,B+Drier
1763,B2-400
1764,B3-500-Gr
1765,Babee Cof
1766,Babee Teething Lotion
1767,Baby & Me
1768,Baby Gasz
1769,Baby Iron+Immunity
1770,Baby Lotion
1771,Baby Oil
1772,Baby Oil Creamy
1773,Baby Soap
1774,Baby Vitamin Drop
1775,BabyBIG
1776,Bacampicillin
1777,Baci-Rx
1778,Bacid (LAC)
1779,Baciguent
1780,BACiiM
1781,Bacillus coagulans / inulin
1782,Bacitracin
1783,Bacitracin ophthalmic
1784,Bacitracin topical
1785,Bacitracin / hydrocortisone / neomycin / polymyxin b ophthalmic
1786,Bacitracin / hydrocortisone / neomycin / polymyxin b topical
1787,Bacitracin / neomycin / polymyxin b ophthalmic
1788,Bacitracin / neomycin / polymyxin b topical
1789,Bacitracin / neomycin / polymyxin b / pramoxine topical
1790,Bacitracin / polymyxin b ophthalmic
1791,Bacitracin / polymyxin b topical
1792,Back & Body Extra Strength
1793,Backaid Inflammatory Pain Formula
1794,Backaid Max
1795,Baclofen
1796,Bacmin
1797,Bactimicina Allergy
1798,Bactine
1799,Bactine Max
1800,Bactine Original
1801,Bactocill
1802,Bactoshield
1803,Bactramycin
1804,Bactrim
1805,Bactrim DS
1806,Bactrim IV
1807,Bactrim Pediatric
1808,Bactroban
1809,Bactroban Nasal
1810,Bafiertam
1811,Bag Balm
1812,BAL In Oil
1813,Bal-Care DHA
1814,Bal-Care DHA Essential
1815,Balacall DM
1816,Balacet
1817,Balamine DM
1818,Balanced B-100
1819,Balanced B-150
1820,Balanced B-50
1821,Balanced Salt Solution
1822,Balcoltra
1823,Balmex
1824,Balmex Baby Healing
1825,Balminil Cough and Flu Sugar Free
1826,Balminil DM
1827,Balminil DM + Decongestant
1828,Balminil DM + Decongestant + Expectorant
1829,Balminil DM + Expectorant Sugar Free
1830,Balminil Expectorant
1831,Balminil Nasal Decongestant
1832,Balneol
1833,Balneol Cleansing
1834,Balneol for Her
1835,Balnetar
1836,Baloxavir marboxil
1837,Balsalazide
1838,Balsam peru / castor oil topical
1839,Balsam peru / castor oil / trypsin topical
1840,Balversa
1841,Balziva
1842,Bamlanivimab
1843,Banalg
1844,Banalg Hospital Strength
1845,Banaril
1846,Bandi S15
1847,Banex-LA
1848,Banflex
1849,Banophen
1850,Banophen M-S
1851,Banzel
1852,Baqsimi
1853,Bar-Test
1854,Baraclude
1855,Barbidonna
1856,Barhemsys
1857,Bariatric Multivitamins with 45 mg Iron
1858,Baricitinib
1859,Baricon
1860,Baridium
1861,Barium sulfate
1862,Barlean's Highest Lignan Flax Oil
1863,Baro-Cat
1864,Barobag
1865,Barosperse
1866,Barosphere
1867,Barotrast
1868,Barri-Care
1869,Basaglar
1870,Basics Paracetamol
1871,Basiliximab
1872,Basis sensitive skin bar
1873,Basis vitamin bar
1874,Bavencio
1875,Baxdela
1876,Baycadron
1877,Baycol
1878,Bayer Advanced Aspirin
1879,Bayer AM
1880,Bayer Aspirin
1881,Bayer Aspirin Extra Strength Plus
1882,Bayer Aspirin Regimen
1883,Bayer Aspirin with Heart Advantage
1884,Bayer Back & Body
1885,Bayer Children's Aspirin
1886,Bayer Extra Strength Back & Body
1887,Bayer Headache Relief
1888,Bayer Migraine Formula
1889,Bayer PM
1890,Bayer Select Backache Pain Formula
1891,Bayer Select Max Strength Night Time Pain
1892,Bayer Select Sinus Pain Formula
1893,Bayer Women's Aspirin With Calcium
1894,BayGam
1895,BayHep B
1896,Bayrab
1897,BayRHo-D
1898,BayRHo-D Full Dose
1899,BayRHo-D Mini-Dose
1900,BayTet
1901,Baza Antifungal
1902,Baza Cleanse & Protect
1903,Baza Clear
1904,Baza-Pro
1905,Baza-Protect
1906,Bazedoxifene / conjugated estrogens
1907,Bazuka Extra Strength
1908,BC Arthritis
1909,BC Cough & Cold
1910,BC Fast Pain Relief
1911,BC Headache
1912,BC Original
1913,BC Sinus Pain & Congestion
1914,Bcg
1915,Bcg vaccine
1916,BD Butterfly Alcohol Pad
1917,BD Glucose
1918,BD Lactinex
1919,BD Normal Saline Flush
1920,BD Posiflush SF
1921,BD PosiFlush SF with BPC
1922,BD Single Use Swab
1923,Be-Flex Plus
1924,Beano
1925,Bear-E-Yum GI
1926,Bebulin
1927,Bebulin VH
1928,Becaplermin topical
1929,Beclomethasone
1930,Beclomethasone nasal
1931,Beclovent
1932,Becomax Rx
1933,Becomject-100
1934,Beconase AQ
1935,Bedaquiline
1936,Bedol
1937,Bedside Care
1938,Bedside-Care Perineal Wash
1939,Bee with C
1940,Bee-Comp with C
1941,Bee-Zee
1942,Beechams All-in-One
1943,Beechams Veno's Expectorant
1944,Beechams Veno's for Kids Chesty Cough
1945,BeeGentle
1946,Beelith
1947,Beepen-VK
1948,BeFlex
1949,Bekyree
1950,Belantamab mafodotin
1951,Belatacept
1952,Belbuca
1953,Beldin
1954,Beleodaq
1955,Belimumab
1956,Belinostat
1957,Belix
1958,Bell / ans
1959,Belladonna
1960,Belladonna Tincture
1961,Belladonna / opium
1962,Bellalphen
1963,Bellatal
1964,Bellatal ER
1965,Belrapzo
1966,Belsomra
1967,Belumosudil
1968,Belviq
1969,Belviq XR
1970,Belzutifan
1971,Beminal
1972,Beminal with C Fortis
1973,Beminal-500
1974,Bemote
1975,Bempedoic acid
1976,Bempedoic acid / ezetimibe
1977,Ben-Aqua
1978,Ben-Tann
1979,Benadryl
1980,Benadryl Allergy
1981,Benadryl Allergy Plus Cold
1982,Benadryl Allergy Plus Sinus Headache
1983,Benadryl Allergy Sinus
1984,Benadryl Allergy Sinus Headache
1985,Benadryl Chesty Forte
1986,Benadryl Children's Allergy
1987,Benadryl Children's Allergy And Sinus
1988,Benadryl Children's Allergy Plus Congestion
1989,Benadryl Children's Itch Cooling Gel
1990,Benadryl Cold
1991,Benadryl Extra Strength Itch Stopping Gel
1992,Benadryl for the Family Dry Forte
1993,Benadryl Severe Allergy & Sinus Headache
1994,Benadryl Severe Allergy Plus Sinus Headache
1995,Benadryl-D Allergy Plus Sinus
1996,Benadryl-D Children's Allergy & Sinus
1997,Benahist-10
1998,Benahist-50
1999,Benaphen Plus
2000,Benazepril
2001,Benazepril / hydrochlorothiazide
2002,Bencort
2003,Bendamustine
2004,Bendeka
2005,Bendroflumethiazide
2006,Bendroflumethiazide / nadolol
2007,BeneFix
2008,BeneFIX 250 Int'l Units
2009,Benemid
2010,BENGAY Arthritis
2011,Bengay Cold Therapy Gel
2012,BENGAY Greaseless
2013,BENGAY Original
2014,Bengay Pain Relief+Massage
2015,Bengay Ultra Strength Cream
2016,Bengay Ultra Strength Pain Relieving Patch
2017,BENGAY Vanishing Scent
2018,Bengay Zero Degrees
2019,Benicar
2020,Benicar HCT
2021,Benlysta
2022,Benoject-50
2023,Benoxyl 10
2024,Benoxyl 5
2025,Benprox
2026,Benralizumab
2027,Bensal HP
2028,Bensulfoid
2029,Bentoquatam topical
2030,Bentyl
2031,Bentyl Syrup
2032,Benylin DM
2033,Benylin DM-D
2034,Benylin DM-D-E
2035,Benylin E
2036,Benylin Expectorant
2037,Benylin Multi-Symptom
2038,Benylin Sore Throat
2039,Benz-O-Sthetic
2040,Benz-Protect
2041,Benza
2042,Benzac
2043,Benzac AC
2044,Benzac AC Wash
2045,Benzac W
2046,Benzaclin
2047,Benzacot
2048,Benzagel
2049,Benzagel Wash
2050,Benzagel-10
2051,Benzagel-5
2052,Benzalkonium chloride topical
2053,Benzalkonium chloride / lidocaine topical
2054,Benzamycin
2055,Benzamycin Pak
2056,Benzashave
2057,Benzedrex
2058,BenzEFoam
2059,BenzEFoam Ultra
2060,BenzePro
2061,Benzethonium chloride topical
2062,Benziq
2063,Benziq LS
2064,Benziq Wash
2065,Benznidazole
2066,Benzo-Jel
2067,Benzocaine topical
2068,Benzocaine / butamben / tetracaine topical
2069,Benzocaine / chloroxylenol / hydrocortisone otic
2070,Benzocaine / dextromethorphan / menthol
2071,Benzocaine / docusate topical
2072,Benzocaine / menthol topical
2073,Benzocaine / trimethobenzamide
2074,Benzodent
2075,Benzoic acid / hyoscyamine / methenamine / methylene blue / phenyl salicylate
2076,Benzoin Compound
2077,Benzoin topical
2078,Benzonatate
2079,Benzoyl peroxide topical
2080,Benzoyl peroxide / clindamycin topical
2081,Benzoyl peroxide / erythromycin topical
2082,Benzoyl peroxide / hydrocortisone topical
2083,Benzoyl peroxide / salicylic acid topical
2084,Benzoyl peroxide / sulfur topical
2085,Benzoyl peroxide / tretinoin topical
2086,Benzoyl peroxide / urea topical
2087,Benzphetamine
2088,Benzthiazide
2089,Benztropine
2090,Benzyl alcohol topical
2091,Benzyl alcohol / zinc acetate topical
2092,Benzylpenicilloyl-polylysine
2093,Beovu
2094,Bepotastine ophthalmic
2095,Bepreve
2096,Bepridil
2097,Beractant
2098,Beriate P
2099,Berinert
